,Effectiveness,Price,Taste,Side effects,Quality control,Varied results,Ingredients,date,name,title,content,rating
5903,0,-1,0,0,0,-1,0,2019-05-10,Debbie Olvera,Sugar bear hair,My friend recommended me these gummies. I suck at taking pills so this is a lot helpful and taste a lot better. I love them,1
5904,-1,0,0,-1,0,0,-1,2017-02-11,Amazon Customer,Highly disappointed in the results and highly do not recommend them ...,I bought these to help my hair grow. They did the exact OPPOSITE. My stylist expressed to me that she'd never seen so much breakage in my hair. Highly disappointed in the results and highly do not recommend them at all.,1
5905,1,0,1,-1,0,1,1,2018-01-17,Amazon Customer,Affects your skin!,"Careful with these vitamins, I never have any breakout issues, acne or red blemishes but after taking these for a good week I immediately saw a huge difference in my skin, I started breaking out BAD!",1
5906,0,0,1,0,0,0,1,2020-01-20,PashiBoi,Horrible product,Horrible product I’ve ever ordered and don’t recommend it to anyone . My hair started falling out !!,1
5907,1,1,1,0,0,1,1,2019-02-23,Elena,Elli,"Not recommend for buying. Doesn’t help at all...still I louse my hair, special after shower I have a lot of hair falling down in the shower",1
5908,0,1,1,0,0,0,0,2018-03-22,Andrea Crosby,Loved the flavor but it caused large deep bumps on ...,Loved the flavor but it caused large deep bumps on my face that haven’t left yet. I took it for one month. Somethings wrong with this product. You should take it off the market,1
5909,1,0,1,0,0,1,1,2018-04-26,danny,I would not buy from this seller. The sugar ...,I would not buy from this seller. The sugar bear hair is not the same product as the original site. These are greenish and very chewy. Not bluish and soft and the original.,1
5910,1,0,0,-1,0,1,0,2020-05-06,Monique mota,Not worth it,They don’t work not worth the money but if they work for others I’m glad,1
5911,1,0,1,0,0,0,0,2021-01-29,ritz,Didn't work for me!,Didn't work at all for me. Wasted my money,1
5912,1,1,1,0,0,1,0,2019-02-12,Taylor Blanck,Doesn’t even seem like the real product,I’ve bought these at Ulta and the first time I order them they’re a wrong color and taste terrible and the label is different. Very unimpressed,1
5913,0,0,1,0,0,0,0,2019-07-11,Amazon Customer,Not edible,Oh no.. this bottle of vitamins has a greenish/brown tint and tastes off.. I’m afraid to consume any vitamins from this bottle.,1
5914,0,-1,-1,0,0,-1,0,2019-05-26,Roberta Smedile,Did not like that it contained blue artifical coloring,I did not like that it contains #blue coloring. I would like it if it was all natural and organic and non gmo.,1
5915,0,1,0,0,1,0,1,2019-01-22,Tm,Pass,"I used this for one month and noticed nothing different about my hair , or the length. I don’t think this is worth spending money on.",1
5916,0,-1,0,0,0,0,0,2021-06-13,Corina Contreras,Mal sabor,Mal sabor,1
5917,1,-1,1,0,0,0,0,2018-04-03,Chelsea,Waste of Money,"They taste good, but that’s about it.. My hair has not changed since taking them.. You would think as much as these vitamins are “talked up” they would do something!. Waste of money!",1
5918,1,1,0,1,0,1,0,2021-02-19,Jose Barajas,Not for me,Made me break out from my face.,1
5919,1,1,1,0,0,1,1,2019-05-20,Tomboy,Doesn't work!,"Tried this product religiously for three months and sorry to report that although it taste great, it doesn't work! Don't waste your money.",1
5920,,,,,,,,2017-06-15,Amazon Customer,No,"Over priced, they made me feel sick if I took the suggested 2 bears. There's a video online too where a chemist tested them to see if the % of each vitamin is actually true and it came back different.",1
5921,1,-1,1,0,0,1,1,2017-10-15,Amazon Customer,they contain very bad ingredients. Blue#1 has been linked to causing cancer ...,"While these might work, they contain very bad ingredients. Blue#1 has been linked to causing cancer and banned in many countries, and it contains carnauba wax... the same wax that they use in Starburst candy and carwashes!!",1
5922,1,-1,1,0,0,0,0,2019-03-28,Stefanie Anderson,Hard to tell if they work,"I didn’t have much results, I started getting dandruff at the same time too, which went away as soon as I stopped taking them",1
5923,1,0,0,0,0,1,0,2018-10-17,D,BEWARE,The worst vitamins I've EVER taken in my life!!! My face look like connect-the-dots. I have dark spots going N/E/W &S! On the ENTIRE circumference of my face!!!!,1
5924,0,0,1,0,0,0,0,2020-06-25,Amazon Customer,Opened bottle,The seal of the bottle is broken. Seems like it’s been opened before.,1
5925,-1,0,0,-1,0,0,-1,2019-01-02,Sandra funez,Dónde está mi producto,Hola mi producto no a llegado todavía y me mandaron un mensaje q lo entregaron y yo no eh recibido nada,1
5926,1,0,0,0,0,1,0,2021-05-10,Maria,Mala compra,Estam muy duras rancias,1
5927,1,0,1,0,0,1,0,2018-09-28,gloria sanchez,Nada,Solo quería decirle que ami no me han entregado nada y ni han dejado nada en el correo y supuestamente lo entregaron pero aquí anda dejo el correo,1
5928,0,0,1,0,0,0,0,2019-01-28,Kristen0218,Stomach upset < nice hair,"These taste good and seem to improve hair abundance/shine, but will also give you serious digestive trouble, even at a half dose. Not worth it.",1
5929,1,0,1,0,0,1,0,2016-09-07,HJM,The product tasted great and I took as instructed,"The product tasted great and I took as instructed. I love the packaging, it is adorable. Like other reviewers I had a reaction & after about a week I started getting large flat acne like bumps on my face & my arms.",1
5930,1,0,0,0,0,1,0,2019-04-10,Vinaykumar Soneji,Created digestion bloating issues,Did not see any improvement while taking it for a month now. Instead I saw that I had issues with digestion and bloating.,1
5931,1,0,1,0,0,1,0,2020-08-17,Amazon Customer,Fake ! Don’t buy it,Don’t buy it ! It is not the original one,1
5932,1,0,0,1,0,1,0,2020-11-12,SD,I had to throw the gummies out they came melted.,I had to throw the gummies out they came melted.,1
5933,0,0,1,0,0,1,0,2018-07-27,Alicia L.,They made me break out like crazy and after almost 2 months of taking them ...,"They made me break out like crazy and after almost 2 months of taking them I gained weight and saw less than an invh of hair growth, terribke product",1
5934,1,0,1,0,0,1,0,2020-10-01,Astrid A Gomez,Never buying again,It doesn’t work. It may my hair fall more 😩,1
5935,1,0,0,0,0,1,1,2020-07-23,Rezsarie,do not buy,this makes your hair fall out do not buy it .,1
5936,1,0,1,0,0,1,1,2018-06-01,Louis Effron,Terrible skin reaction,I had a terrible Reaction to this product and they are refusing to give me a refund I didn’t want to post pictures but I need to get refunded help,1
5937,-1,0,0,0,0,0,0,2018-04-20,Gloria C.,I really wanted to like them but they really did nothing for my hair,I really wanted to like them but they really did nothing for my hair. After seeing the hype on IG I decided to give them a shot. It was a fail.,1
5938,1,0,0,0,0,0,0,2018-08-08,Ava Pham,Not good at all!,I ve been using 2 gummy bears a days and it breaks me out like crazy... wow I’m in shock right now what did I get myself into.,1
5939,1,-1,0,0,0,0,0,2019-12-19,Fanny Titiun,No cumplimiento,No me entregaron el artículo y cuàndo reclamè no me devolvieron el dinero.. Conducta irresponsable,1
5940,1,-1,0,1,1,0,1,2017-04-16,Danica,... of starting to take these my skin broke out worse then it ever has in my life,Didnt work that well and with in days of starting to take these my skin broke out worse then it ever has in my life. once i stopped taking these my skin started to back up,1
5941,1,1,0,0,1,1,1,2020-05-31,Laura Alfaro,Damaged Product,Damaged product and unable to return because I live outside the US.,1
5942,,,,,,,,2020-05-29,Victor B,Doesn't do what it claims it should!,Hasn't made any difference in my hair growth. Waste of money!,1
5943,1,0,0,0,0,1,1,2020-08-30,kassidy,"Deep, painful, pimples. New growth not worth it.",Not worth the painful invisible(cystic) and visible pimples.,1
5944,0,0,1,-1,0,-1,0,2020-09-19,Carolina Zepeda,Only took it once,After reading the bad reviews I just stop using it,1
5945,1,0,1,0,0,1,1,2018-02-16,Leticia,Severe Breakout,It gave me a lot of acne within 2 days of trying it. It looked like hives all over my face. My face became red and itchy. It does taste really good!,1
5946,1,0,0,-1,0,1,0,2020-02-27,Yolanda Mason,No hair growth,I use for 6 months I didn't see any changes Waste of money,1
5947,1,-1,0,0,0,0,0,2020-12-30,Barbara,nothing,Did nothing at all,1
5948,1,0,0,0,0,1,1,2021-01-04,Febe,Does not work,"Good taste, no benefits whatsoever.",1
5949,1,1,0,0,1,1,1,2018-07-13,Daysi Csto,Doesn’t work,i took these for one month & saw no change compared to other CHEAPER brands that actually help in a week these are nothing but sugar. disappointed tbh,1
5950,1,-1,-1,0,1,0,1,2018-08-20,Brooklyn B.,:(,I know this is not anyone’s fault but the weather... when I received these they were all melted :(. upset becaused I really wanted to try them!,1
5951,1,0,1,0,0,1,0,2020-07-16,Glenda lainez,Que llegue ala dirección correcta y no ala que uno no pone,No e recibido mi producto qué pasa con mi producto,1
5952,-1,0,0,0,0,-1,0,2018-07-03,Hogar_by_Nathanez,Update,"I just start using them and so far good.. Update, they don’t really do anything. They taste great that’s all my hair didn’t grew different from normal.",1
5953,-1,0,0,-1,0,0,0,2017-01-25,Maria E.,All Hype.. No Results.,This was a waste of money! I saw better results from a hair and nail vitamin I got from the drug store for half the price. I think it's just all hype. Not worth it at all.,1
5954,1,0,0,0,0,1,0,2019-11-07,Norma andablo,Nada,No quiero que me manden envío automático me gustaría yo misma ordenar cuando termine mi frasco,1
5955,0,0,1,0,0,0,0,2019-06-30,Cortney,This product works well but they don’t tell you one the side effects is acne!,Saw a different in my hair growth but the acne that it caused is a big no for me,1
5956,1,0,1,0,0,1,0,2016-05-03,Robert Gomez,Expensive and don't work.,"I'm so disappointed in these vitamins, I wanted to love them so bad but they did absolutely nothing for me. My $6 biotin vitamins at least stop my hair from falling out. They taste great, but that's about it.",1
5957,,,,,,,,2020-11-12,Jesus,TOO DRY,Gummies were way too dry!,1
5958,-1,0,0,0,0,0,0,2017-10-13,Kayla Czech,Does Not Work,Didn't do anything for my hair after using them for several months. This product is all hype. There's a reason cheap trashy celebraties endorse this product (I didn't realize that when I bought it).,1
5959,0,0,1,-1,0,0,0,2018-04-28,roolaffalot,It’s literally sugar. Took this for a month and ...,It’s literally sugar. Took this for a month and didn’t notice a difference with my hair. Don’t buy into what the celebrities are saying and save yourself the money.,1
5960,0,-1,1,0,0,1,0,2017-08-17,casey sparks,Try saffron secret hair products that's the only thing at this point that has been helping my hair and it smells amazing,Made my skin breakout and couldn't tell a difference in my hair. Try saffron secret hair products that's the only thing at this point that has been helping my hair and it smells amazing,1
5961,1,-1,0,-1,0,0,-1,2017-10-07,Amazon Customer,Don't waste your money,Taking these hair vitamins for about a month and have seen absolutely no results. In fact I think my hair is falling out more since taking them. 1 star is for ease and taste.,1
5962,1,0,0,0,0,1,1,2021-05-03,Beverly,Hair nails,No change,1
5963,1,0,1,0,0,0,1,2019-03-13,Beisamar90,Espera del reembolso,"No recibí el producto cancele antes la compra, porque se había hecho con error espero pronto el reembolso del dinero! Gracias",1
5964,0,0,1,0,0,1,0,2017-11-01,michelle toglia,Broke out in hives 3 days after first gummy,"I broke out in hives 3 days after taking these. I'm not allergic to the ingredients listed, so i'm guessing it's the dyes they use? I'd try the Nature's Bountry hair gummies instead",1
5965,1,0,1,0,0,1,0,2016-04-22,Louislane,Go to any of your walgreens or HEB and get a bottle of vitamins for 8 bucks that works the same if not better. I broke out a lot,The product was not worth the 30 dollars. Go to any of your walgreens or HEB and get a bottle of vitamins for 8 bucks that works the same if not better. I broke out a lot using these vitamins.,1
